kingdom	phylum	class	order	family	genus	species
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_cytotoxicus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_filamentosus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_flexus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_freudenreichii
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_glycinifermentans
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_gobiensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_halotolerans
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_horikoshii
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_infantis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_intestinalis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_lentus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_licheniformis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_luti
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_marisflavi
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_megaterium
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_methanolicus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_miscanthi
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_mobilis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_mojavensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_mycoides
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_pacificus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_paralicheniformis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_paranthracis
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Myoviridae		Bacillus_phage_0305phi8_36
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae		Bacillus_phage_BSP38
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae		Bacillus_phage_Eldridge
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Bequatrovirus	Bacillus_phage_Phrodo
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae		Bacillus_phage_vB_BanS_Tsamsa
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Myoviridae		Bacillus_phage_vB_BboS_125
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae		Bacillus_phage_vB_BmeM_Goe8
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_pseudomycoides
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_pumilus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_safensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae		Bacillus_selenitireducens
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_simplex
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_smithii
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_sonorensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_1NLA3E
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_A260
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_ABP14
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_BD59S
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_BS98
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_Cs_700
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_DSL_17
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_FDAARGOS_235
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_FJAT_18017
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_FJAT_22090
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_FJAT_25496
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_FJAT_42376
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_FJAT_45348
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_HBCD_sjtu
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_JAS24_2
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_JS
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_KH172YL63
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_L13_2020
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_M4U3P1
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_MD_5
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_ms_22
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_N1_1
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_N3536
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_NSP91
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_OxB_1
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_Pc3
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_RZ2MS9
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_S3
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_SB49
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_SYJ
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_THAF10
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_WP8
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_X12014
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_Y_01
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_Y1
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_ZY_1_1
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_subtilis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_tequilensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_thermoamylovorans
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_thuringiensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_tropicus
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_vallismortis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_velezensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_vietnamensis
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Agatevirus	Bacillus_virus_Agate
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Bastillevirus	Bacillus_virus_Bastille
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Tsarbombavirus	Bacillus_virus_BCP78
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Caeruleovirus	Bacillus_virus_BCP82
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Bequatrovirus	Bacillus_virus_Bigbertha
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Caeruleovirus	Bacillus_virus_BM15
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Wphvirus	Bacillus_virus_BPS13
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae	Andromedavirus	Bacillus_virus_Curly
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Caeruleovirus	Bacillus_virus_Deepblue
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Bastillevirus	Bacillus_virus_Evoli
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Myoviridae		Bacillus_virus_G
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Wphvirus	Bacillus_virus_Hakuna
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae	Magadivirus	Bacillus_virus_Mgbh1
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae		Bacillus_virus_Moonbeam
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Podoviridae	Salasvirus	Bacillus_virus_phi29
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Podoviridae	Pagevirus	Bacillus_virus_Pony
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae		Bacillus_virus_SIOphi
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Nitunavirus	Bacillus_virus_SPG24
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Bequatrovirus	Bacillus_virus_Spock
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Podoviridae	Salasvirus	Bacillus_virus_SRT01hs
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae	Slashvirus	Bacillus_virus_Stills
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Tsarbombavirus	Bacillus_virus_TsarBomba
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae		Bacillus_virus_vB_BsuM_Goe3
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Herelleviridae	Wphvirus	Bacillus_virus_WPh
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_weihaiensis
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_wiedmannii
k__Bacteria	p_Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	Bacillus	Bacillus_xiamenensis
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	Bacterioplanes	Bacterioplanes_sanyensis
k__Bacteria	p_Proteobacteria	c__Oligoflexia	o__Bacteriovoracales	f__Bacteriovoracaceae	Bacteriovorax	Bacteriovorax_stolpii
k__Bacteria						bacterium_2013Arg42i
k__Bacteria						bacterium_BFN5
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales			Bacteroidales_bacterium_CF
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_caccae
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_caecimuris
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_cellulosilyticus
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_coprosuis
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_dorei
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_fragilis
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_helcogenes
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_heparinolyticus
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_intestinalis
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_ovatus
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae		Bacteroides_phage_B124_14
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Siphoviridae		Bacteroides_phage_B40_8
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Podoviridae		Bacteroides_phage_crAss001
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_salanitronis
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_A1C1
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_CACC_737
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_CBA7301
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_thetaiotaomicron
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_uniformis
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_vulgatus
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_xylanisolvens
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	Bacteroides	Bacteroides_zoogleoformans
k__Bacteria	p_Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Baekduiaceae	Baekduia	Baekduia_soli
k__Bacteria	p_Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	Barnesiella	Barnesiella_viscericola
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_alsatica
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_ancashensis
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_apis
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_australis
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_bacilliformis
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_birtlesii
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_bovis
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_clarridgeiae
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_elizabethae
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_grahamii
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_henselae
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_kosoyi
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_krasnovii
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_quintana
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_schoenbuchensis
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_1_1C
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_WD162
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_tribocorum
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bartonellaceae	Bartonella	Bartonella_vinsonii
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Basfia	Basfia_succiniciproducens
k__Bacteria	p_Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	Basilea	Basilea_psittacipulmonis
k__Viruses	p_Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	Betacoronavirus	Bat_Hp_betacoronavirus_Zhejiang2013
k__Viruses	p_Preplasmiviricota	c__Tectiliviricetes	o__Rowavirales	f__Adenoviridae	Mastadenovirus	Bat_mastadenovirus_B
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria				Bathymodiolus_septemdierum_thioautotrophic_gill_symbiont
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria				Bathymodiolus_thermophilus_thioautotrophic_gill_symbiont
k__Bacteria	p_Proteobacteria	c__Oligoflexia	o__Bdellovibrionales	f__Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus
k__Bacteria	p_Proteobacteria	c__Oligoflexia	o__Bdellovibrionales	f__Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_exovorus
k__Bacteria	p_Proteobacteria	c__Oligoflexia	o__Bdellovibrionales	f__Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_KM01
k__Bacteria	p_Proteobacteria	c__Oligoflexia	o__Bdellovibrionales	f__Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_NC01
k__Bacteria	p_Proteobacteria	c__Oligoflexia	o__Bdellovibrionales	f__Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_ZAP7
k__Viruses	p_Nucleocytoviricota	c__Pokkesviricetes	o__Chitovirales	f__Poxviridae		BeAn_58058_virus
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	Beggiatoa	Beggiatoa_leptomitoformis
k__Viruses						Beihai_picorna_like_virus_113
k__Viruses						Beihai_picorna_like_virus_26
k__Viruses						Beihai_picorna_like_virus_5
k__Viruses						Beihai_sipunculid_worm_virus_1
k__Viruses						Beihai_sobemo_like_virus_23
k__Viruses						Beihai_uca_arcuata_virus_1
k__Viruses						Beihai_weivirus_like_virus_2
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	Beijerinckia	Beijerinckia_indica
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae		Beijerinckiaceae_bacterium
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae		Beijerinckiaceae_bacterium_RH_AL1
k__Bacteria	p_Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	Belliella	Belliella_baltica
k__Viruses	p_Pisuviricota	c__Pisoniviricetes	o__Nidovirales	f__Coronaviridae	Gammacoronavirus	Beluga_whale_coronavirus_SW1
k__Bacteria	p_Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	Bergeyella	Bergeyella_cardium
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	Bermanella	Bermanella_marisrubri
k__Bacteria	p_Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Bernardetiaceae	Bernardetia	Bernardetia_litoralis
k__Bacteria	p_Proteobacteria	c__Betaproteobacteria				beta_proteobacterium_CB
k__Bacteria	p_Proteobacteria	c__Betaproteobacteria				Betaproteobacteria_bacterium_GR16_43
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Beutenbergiaceae	Beutenbergia	Beutenbergia_cavernae
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Bibersteinia	Bibersteinia_trehalosi
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_actinocoloniiforme
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_adolescentis
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_angulatum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_animalis
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_asteroides
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_bifidum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_catenulatum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_choerinum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_coryneforme
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_dentium
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_gallinarum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_indicum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_longum
k__Viruses	p_Uroviricota	c__Caudoviricetes	o__Caudovirales	f__Podoviridae		Bifidobacterium_phage_BadAztec1
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_pseudocatenulatum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_pseudolongum
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_scardovii
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_thermophilum
k__Bacteria	p_Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	Bisgaardia	Bisgaardia_hudsonensis
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	Blastochloris	Blastochloris_tepida
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	Blastochloris	Blastochloris_viridis
k__Bacteria	p_Actinobacteria	c__Actinobacteria	o__Geodermatophilales	f__Geodermatophilaceae	Blastococcus	Blastococcus_saxobsidens
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	Blastomonas	Blastomonas_fulva
k__Bacteria	p_Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	Blastomonas	Blastomonas_RAC04
k__Bacteria	p_Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Blattabacteriaceae	Blattabacterium	Blattabacterium_clevelandi
k__Bacteria	p_Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Blattabacteriaceae	Blattabacterium	Blattabacterium_cuenoti
