ID,Abiotrophia,Acetobacter,Acholeplasma,Achromobacter,Acidaminococcus,Acidibacter,Acidobacteria,Acinetobacter,Actinobacillus,Actinomyces,Actinomycetospora,Adlercreutzia,ADurb.Bin063-1,Aerococcus,Aeromonas,Agathobacter,Aggregatibacter,Akkermansia,Alicycliphilus,Aliicoccus,Alishewanella,Alistipes,Alkanindiges,Allisonella,Alloprevotella,Alteromonas,Alysiella,Anaerococcus,Anaeroglobus,Anaeromyxobacter,Anaerostipes,Anaerotruncus,Anaerovibrio,Angelakisella,Anoxybacillus,ANPRhizobium,Aquabacterium,Aquicella,Asteroleplasma,Atopobium,Aureimonas,Bacillus,Bacteroidales,Bacteroides,Bacteroidia,Barnesiella,Bartonella,Bdellovibrio,Bergeyella,Bifidobacterium,Bilophila,Blastocatella,Blastococcus,Blastomonas,Blautia,Blvii28,Bombella,Bosea,Brachybacterium,Bradyrhizobium,Brevibacterium,Brevundimonas,Bryobacter,Bulleidia,Burkholderia-Caballeronia-Paraburkholderia,Butyricicoccus,Butyricimonas,Butyrivibrio,CAG-352,CAG-56,CAG-873,Campylobacter,candidate,Candidatus,Capnocytophaga,Caproiciproducens,Cardiobacterium,Carnimonas,Catabacter,Catenibacterium,Catonella,Caulobacter,Cetobacterium,Chloroflexi,Christensenella,Christensenellaceae,Chroococcidiopsis,Chryseobacterium,Chthoniobacter,CL500-29,Cloacibacillus,Cloacibacterium,Clostridiales,Clostridium,Cnuella,Collinsella,Comamonas,Commensalibacter,Conchiformibius,Coprobacillus,Coprobacter,Coprococcus,Corynebacterium,Craurococcus,Criibacterium,Cupriavidus,Curvibacter,Cutibacterium,Defluviitaleaceae,Deinococcus,Delftia,delta,Dermabacter,Dermacoccus,Desulfomicrobium,Desulfovibrio,Devosia,Dialister,Dielma,Dietzia,Dolosigranulum,Dongia,Dorea,DTU089,Dyella,Eggerthella,Eikenella,Eisenbergiella,Ellin6055,Ellin6067,Elusimicrobium,Enhydrobacter,Ensifer,Enterococcus,Enterorhabdus,Eremococcus,Erysipelatoclostridium,Erysipelotrichaceae,Escherichia-Shigella,eubacterium,Eubacterium,Exiguobacterium,Ezakiella,F0058,F0332,Facklamia,Faecalibacterium,Faecalitalea,Fastidiosipila,Faucicola,Ferrovum,Filifactor,Filobacterium,Finegoldia,Firmicutes,Flavisolibacter,Flavobacterium,Flavonifractor,Fournierella,Fretibacterium,Frischella,Fructobacillus,Fusicatenibacter,Fusobacterium,Gaiella,Gallicola,Gardnerella,GCA-900066225,GCA-900066575,Gemella,Gemmata,Gemmatimonas,Gemmatirosa,Geobacter,Gilliamella,Glutamicibacter,GOUTA6,Gracilibacteria,Granulicatella,Haemophilus,Haliangium,Halomonas,Helcococcus,Herbaspirillum,hgcI,Holdemanella,Holdemania,Howardella,Hungatella,Hydrogenoanaerobacterium,Hydrogenophaga,Hymenobacter,Hyphomicrobium,Ignavigranum,Intestinibacter,Intestinimonas,Jeotgalicoccus,JGI,Johnsonella,Jonquetella,Kingella,Kocuria,Kytococcus,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lachnospiraceae,Lactobacillus,Lactococcus,Larkinella,Lautropia,Lawsonella,Leptotrichia,Leuconostoc,Libanicoccus,Luteimonas,Luteolibacter,Lysobacter,Mailhella,Marvinbryantia,Massilia,Megamonas,Megasphaera,Mesorhizobium,metagenome,Methylobacterium,Methylotenera,Methyloversatilis,Microbacterium,Micrococcus,Microvirga,Mitsuokella,MND1,Mobiluncus,Mogibacterium,Moraxella,Moryella,Mucilaginibacter,Murdochiella,Mycobacterium,Mycoplasma,Negativibacillus,Negativicoccus,Neisseria,Nesterenkonia,Nitrospira,Nocardioides,Nosocomiicoccus,Novosphingobium,Oceanivirga,Ochrobactrum,Odoribacter,Olsenella,organism,Oribacterium,Oscillibacter,Oxalicibacterium,Oxalobacter,Paenibacillus,Pajaroellobacter,Pantoea,Parabacteroides,Paracoccus,Paraprevotella,Parasutterella,Parvimonas,Pedobacter,Peptoanaerobacter,Peptococcus,Peptoniphilus,Peptostreptococcus,Peredibacter,Phascolarctobacterium,Pirellula,planctomycete,Porphyromonadaceae,Porphyromonas,Prevotella,Prevotellaceae,Proteus,Providencia,Pseudoalteromonas,Pseudoduganella,Pseudogulbenkiania,Pseudolabrys,Pseudomonas,Pseudonocardia,Pseudoxanthomonas,Pyramidobacter,Qipengyuania,Ralstonia,Ramlibacter,RB41,Reyranella,Rheinheimera,Rhodococcus,Rikenellaceae,Romboutsia,Roseburia,Roseomonas,Rothia,Rubellimicrobium,Rubrobacter,rumen,Ruminiclostridium,Ruminococcaceae,Ruminococcus,S5-A14a,Salinicoccus,Sanguibacteroides,Schlegelella,Selenomonas,Sellimonas,Senegalimassilia,Serratia,Shewanella,Shuttleworthia,Simonsiella,Singulisphaera,Slackia,Sneathia,Snodgrassella,soil,Solirubrobacter,Solobacterium,Sphingobacterium,Sphingobium,Sphingomonas,SR1,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptobacillus,Streptococcus,Streptomyces,Subdoligranulum,Succinivibrio,Sutterella,Suttonella,SWB02,Tannerella,Terrisporobacter,Thermoanaerobacterales,TM7,Treponema,Turicibacter,Tyzzerella,UBA1819,Varibaculum,Veillonella,Vibrio,Victivallis,W5053,Weissella,Zoogloea,ZOR0006
FCV191927,0.080008001,0,0,0,0,0,0,0,2.02020202,0.380038004,0,0,0,0,0.040004,0.120012001,1.04010401,0,0,0,0,0.020002,0,0,5.800580058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010001,0,0,0,0.470047005,0,0,0,0.010001,0.200020002,0.070007001,0,0,0,0,0.090009001,0,0,0,0,0,0,0,0,0,0,0,0,0.070007001,0,0,0,0.920092009,0.160016002,0.100010001,0.820082008,0,0.060006001,0,0,0,0.060006001,0,0.040004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070007001,0,0,0,0,0,0.070007001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010001,0,0,0,0,0,0,0,0,1.870187019,0,0,0,0,0,0,0,0,0,0,0,0.030003,0,0.010001,0,0,0.030003,0,0,0.120012001,0,0,0,0,0.010001,0,0,0,0,0,0,0,0,0,0,0.060006001,8.190819082,0,0,0,0,0,1.490149015,0,0,0,0,0,0,0,0.070007001,1.180118012,11.22112211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340034003,0.040004,0,0,0,0,0,0.230023002,0,1.650165017,0,0,0,0,0,0,0,0,0.070007001,0.070007001,0,0,0,0,0,0,0,0,0,0,0,0.040004,0.170017002,0,0,0,0,0,0,0,33.48334833,0,0,0,0,0,0,0,0,0,0,0.150015002,0,0,0,0,0,0,0,0,0,0.030003,0.020002,0,0,0.020002,0,0.080008001,0,0.010001,0,0,0,2.880288029,9.740974097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97029703,0,0,0,0.020002,0.100010001,0.050005001,0,0,0,0,0.060006001,0,0,0,0,0,0,0,0,0,0,0,0,0.100010001,0,0,0,0.390039004,0.040004,0,0.030003,0.080008001,6.820682068,0,0.040004,0,0,0,0,0,0,0,0,0.020002,0,0.050005001,0,0,2.230223022,0,0,0,0,0,0.010001
FCV191928,0,0,0,0,0,0,0,0,6.880688069,0.330033003,0,0,0,0,0,0,1.240124012,0,0,0,0,0.030003,0,0,4.660466047,0,0,0,0,0,0.010001,0,0,0,0,0,0,0,0,0.030003,0,0,0,0.190019002,0,0,0,0,0.700070007,0.070007001,0,0,0,0,0.010001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560056006,0.250025003,0.050005001,0.860086009,0,0.070007001,0,0,0,0.070007001,0,0,0,0,0,0,0,0,0,0,0,0,0.030003,0,0,0.070007001,0,0,0,0,0,0.120012001,0,0,0,0,0,0,0,0,0,0,0,0,0.010001,0,0,0,0,0,0,0,0,0,0,0.650065007,0,0,0,0,0,0,0,0,0,0,0,0.030003,0.010001,0.060006001,0,0,0,0,0,0.180018002,0,0,0,0,0,0,0,0,0,0,0.030003,0,0,0,0,0.020002,7.860786079,0,0,0,0,0,1.660166017,0,0,0,0,0,0,0,0,1.470147015,15.34153415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030003,0,0,0,0,0.100010001,0.150015002,0,0,0,0,0,0.280028003,0,0.540054005,0,0,0,0,0,0,0,0,0.060006001,0.070007001,0,0,0,0,0,0,0,0,0,0,0,0.030003,1.180118012,0,0,0,0,0,0,0,31.51315132,0,0,0,0,0,0,0,0,0,0.010001,0.060006001,0,0,0,0,0,0,0,0,0,0,0.070007001,0,0,0,0,0.060006001,0,0,0,0,0,3.770377038,4.120412041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030003,0,2.680268027,0,0,0,0,0.070007001,0.050005001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020002,0,0,0,0.210021002,0,0,0.020002,0,9.540954095,0,0,0,0,0,0,0.030003,0,0,0,0.070007001,0,0.010001,0,0,1.590159016,0,0,0,0,0,0
FCV191929,0,0,0,0,0,0,0,0,3.65,2,0,0,0,0,0.02,0,5.24,0.02,0,0,0,0,0,0,8.17,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.13,0,0,0,0.48,0,0,0,0,0.08,0.15,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.06,0.35,0,0.1,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0.99,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.1,0.04,0,0,0,0,0.54,0,0.21,0,0,0,0,0,0,0,0,0.15,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,15.98,0,0,0,0,0,0,0,0,0,0,0.07,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1.12,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2.55,0,0,0,0,0.06,0.02,0,0,0,0,0.09,0,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.01,0,5.96,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0.05,0,0,17.45,0,0,0,0,0,0
FCV191930,0.07,0,0,0,0,0,0,0,2.26,1.04,0,0,0,0,0.01,0,2.5,0,0,0,0,0.03,0,0,4.35,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.18,0.08,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.75,0.07,0.1,0.6,0,0.1,0,0,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0.03,0.04,0,0,0,0,0.04,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0.01,2.11,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.03,0,0,0,0,0.16,0,0,0.02,0,0,0,0.86,0,2.25,0,0,0,0,0,0,0,0,0.11,0.17,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,32.98,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.03,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0,3.36,5.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,1.36,0,0,0,0.02,0.67,0.07,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.28,0,0,0.12,0.14,11.7,0,0,0,0,0,0,0.08,0,0,0,0,0,0.04,0,0,1.42,0,0,0,0,0,0
FCV191931,0.13,0,0,0,0,0,0,0,1.82,0.36,0,0,0,0,0.03,0.3,1.97,0.06,0,0,0,0.06,0,0.09,4.29,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.22,0,0,0,0.91,0,0,0,0,0.09,0.12,0.02,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,1.15,0,0.04,0.36,0,0.03,0,0,0.13,0.05,0,0.06,0,0,0.14,0,0,0,0,0,0,0.02,0.01,0,0,0.02,0,0,0,0,0.04,0.12,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,1.16,0,0,0,0,0.02,0,0,0,0.49,0.01,0,0,0,0,0,0,0,0,0,0.03,0.26,0,0.22,0,0,0.01,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0.02,0,1.64,0,0,0,0,0,0,0,0.05,1.66,7.7,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.26,0,0,0.06,0.17,0,0,0.18,0,3.22,0,0,0,0,0,0,0,0,0.25,0.75,0,0.04,0,0,0,0,0,0,0.03,0,0,0,0.08,0,0,0,0,0,0.01,0,18.8,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.08,0,0.03,0.04,0.05,0,0,0,0,0.01,0,0.07,0,0,0.03,1.77,16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.06,0,0,0,0,0.47,0.07,0,0,0,0,0.19,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.2,0,0,0.05,0.01,13.04,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0.04,0,0,9.68,0,0,0,0,0,0.02
FCV191932,0.020022024,0,0,0,0.010011012,0,0,0,4.184603063,1.04114526,0,0,0,0,0,0.320352388,1.781960156,0.020022024,0,0,0,0.030033036,0,0,8.61948143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070077085,0,0,0,0.800880969,0,0,0,0,0.070077085,0.14015417,0.060066073,0,0,0,0.100110121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111222345,0.120132145,0.030033036,0.370407448,0,0.060066073,0,0,0.100110121,0,0,0.020022024,0,0,0.110121133,0,0,0,0,0,0,0,0,0,0.020022024,0,0,0,0,0,0.110121133,0.040044048,0,0,0,0,0,0,0,0,0,0,0,0,0.020022024,0,0.931024127,0,0,0,0,0,0,0,0,0.630693763,0,0,0,0,0,0,0,0,0,0,0,0.340374412,0,0.240264291,0,0,0.020022024,0,0,0.150165182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.514966463,0,0,0,0,0,0.540594654,0,0,0,0,0,0,0,0,1.111222345,13.08439283,0,0,0,0,0,0.010011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120132145,0.040044048,0.060066073,0,0.14015417,0,0,0.38041846,0,1.521673841,0,0,0,0,0,0,0,0,0.090099109,0.941035139,0,0.050055061,0,0,0,0,0,0,0,0,0,0.040044048,0.100110121,0,0,0,0,0,0,0,28.921814,0,0,0,0,0,0,0,0,0,0,0.070077085,0,0,0.010011012,0,0,0,0.090099109,0,0,0.080088097,0,0,0,0,0,0,0,0.060066073,0,0,0.070077085,1.331464611,4.73520873,0.030033036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010011012,0.020022024,0,0,0.590649715,0,0,0,0,0.790869957,0.100110121,0,0,0,0,0.060066073,0,0,0,0,0,0,0,0,0,0,0,0,0.020022024,0,0,0,0.260286315,0,0,0,0,10.92201422,0,0.110121133,0.050055061,0.160176194,0,0,0,0,0,0,0.010011012,0,0.100110121,0,0,5.285814396,0,0,0,0,0,0
FCV191933,0.05,0,0,0,0,0,0,0,1,0.83,0,0.01,0,0,0,0.31,2.66,0.04,0,0,0,0.12,0,0,1.23,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,1.92,0.16,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.95,0,0.04,1.03,0,0.52,0,0,0.08,0,0,0.05,0,0,0.09,0,0,0,0,0,0,0,0.01,0,0,0.31,0,0,0,0,0.08,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.09,0,0,0,1.01,0.01,0,0,0,0,0,0,0,0,0,0.04,0.35,0,0.24,0,0.01,0.09,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,1.18,0,0,0,0,0,5.01,0,0,0,0,0,0,0,0,0.84,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.07,0.07,0,0.02,0.17,0,0,0.26,0,1.76,0,0,0,0,0,0,0,0,0.11,0.1,0,0.13,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,19.99,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.03,0,0,0,0.22,0,0,0.13,0.03,0,0,0,0,0,0,0.03,0,0,0.06,2.81,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.07,0,0.69,0,0,0,0.02,0.29,0.11,0,0,0,0,0.09,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,35.26,0,0.03,0.07,0.22,0,0,0,0,0,0.02,0.03,0,0.08,0,0,0.33,0,0,0,0,0,0
FCV191934,0.36,0,0,0,0,0,0,0,4.65,0.24,0,0,0,0,0,0.24,7.46,0,0,0,0,0.06,0,0,11.67,0,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.02,0,0,4.25,0.19,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.17,0.14,0.06,0.34,0,0.06,0,0,0.04,0.02,0,0.03,0,0,0.08,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.07,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.53,0,0,0,0,0.02,0,0,0,0.63,0.02,0,0,0,0,0,0,0,0,0,0,0.54,0,0.25,0,0,0.01,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1.44,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0.05,2.22,10.23,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.08,0,0,0.05,0.06,0.03,0,0.23,0,0,0.52,0,1.8,0,0,0,0,0,0,0,0,0.13,0.12,0,0.1,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,19.11,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.11,0,0,0,0.17,0,0,0.07,0,0,0,0,0,0,0,0.09,0,0,0,2.17,1.59,0,0,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0,0,0.05,0,0,0,3.2,0,0,0,0,0.36,0.12,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.24,14.53,0,0.09,0.07,0.05,0,0,0.01,0,0,0,0,0,0.06,0,0,1.7,0,0,0,0,0,0
FCV191935,0.010001,0,0,0,0,0,0,0,1.220122012,1.070107011,0,0,0,0,0,0.410041004,0.730073007,0,0,0,0,0,0,0.070007001,8.02080208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170017002,0,0,0,1.150115012,0,0,0,0,0.070007001,0.230023002,0.010001,0,0,0,0.050005001,0,0,0,0,0,0,0,0,0,0,0.030003,0,0.080008001,0,0,0,2.310231023,0,0.020002,0,0,0.030003,0,0,0.060006001,0.180018002,0,0.020002,0,0,0.080008001,0,0,0,0,0,0,0,0,0,0.050005001,0,0,0,0,0,0.090009001,0.160016002,0,0,0,0,0,0,0,0,0,0,0,0,0.070007001,0,0.870087009,0,0,0,0,0.070007001,0,0,0,0.220022002,0,0,0,0,0,0,0,0,0,0,0.010001,0.300030003,0,0.480048005,0,0,0.030003,0,0,0.080008001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.520552055,0,0,0,0,0,0.770077008,0,0,0,0,0,0,0,0,1.150115012,8.00080008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250025003,0.030003,0,0.110011001,0.080008001,0,0,0.140014001,0,1.840184018,0,0,0,0,0,0,0,0,0.150015002,0.800080008,0,0.050005001,0,0,0,0,0,0,0.030003,0,0,0.040004,0.080008001,0,0,0,0,0,0,0,18.44184418,0,0,0,0,0,0,0,0.010001,0,0,1.530153015,0,0,0,0,0,0,0.170017002,0,0,0.050005001,0.010001,0,0,0,0,0.020002,0,0.130013001,0,0,0.040004,1.630163016,18.72187219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.590259026,0,0,0,0.050005001,0.540054005,0.190019002,0,0,0,0,0.180018002,0,0,0,0,0,0,0,0,0,0,0,0,0.140014001,0,0,0,0,0,0,0.190019002,0,9.03090309,0,0.010001,0.030003,0.020002,0,0,0,0,0,0.050005001,0.060006001,0,0.090009001,0,0,7.850785079,0,0,0,0,0,0
FCV191936,0.221283444,0,0,0,0,0,0,0,5.602494468,0.774492054,0,0,0,0,0.080466707,0,4.123918729,0,0,0,0,0,0,0,1.629450815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030175015,0,0,0,0.010058338,0,0,0,0,0.382216858,0.010058338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010058338,0,0,0,0.372158519,0.050291692,0,0.583383625,0,0.070408369,0,0,0,0.040233353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06035003,0,0,0,0,0,0.241400121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12070006,0,0,0,0,0,0,0,0,0.663850332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040233353,0,0,0.030175015,0,0,0.040233353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.516193925,0,0,0,0,0,6.81955341,0,0,0,0,0,0,0,0.080466707,2.303359485,11.31563066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030175015,0,0,0,0,0.110641722,0,0,0,0.010058338,0,0,0.201166767,0,2.444176222,0,0,0,0,0,0,0,0,0,0.12070006,0,0,0,0,0,0,0,0,0,0,0,0.020116677,0.191108429,0,0,0,0,0,0,0,26.8758801,0,0,0,0,0,0,0,0,0,0,0.100583384,0,0,0,0,0,0,0,0,0,0,0.06035003,0,0,0.030175015,0,0,0,0,0,0,0,6.316636492,3.671293502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438342386,0,0,0,0,0.150875075,0,0,0,0,0,0.06035003,0,0,0,0,0,0,0,0,0,0,0,0,0.020116677,0,0,0,0.100583384,0,0,0.030175015,0.392275196,15.10762422,0,0,0,0,0.090525045,0,0.040233353,0,0,0,0.010058338,0,0,0,0,1.890967612,0,0,0,0,0,0
FCV191937,0.11,0,0,0,0,0,0,0,3.76,2.5,0,0,0,0,0.03,0,2.11,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,1.13,0,0.09,0.18,0,0.04,0,0,0,0.23,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.06,0,0,0.01,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,2.09,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.13,0,1.36,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,12.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,5.81,0,0,0,0,0.2,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.12,0,0,0.19,0.07,8.66,0,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0,4.74,0,0,0,0,0,0.02
FCV191938,0.1,0,0,0,0,0,0,0,0.42,1.7,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.01,0,0,0,0,0.11,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,1.56,0.33,0.03,0.45,0,0,0,0,0,0.08,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.84,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,0,0,0.25,0,0,0,0,0,0,0.05,0,1.3,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0.02,0.08,0,0,0,0,0,0,0,23.41,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,5.84,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.11,0.03,2.57,0,0,0,0,0,0,0.04,0,0,0.02,0.1,0,0,0,0,9.28,0,0,0,0,0,0.02
